ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,1st Round,3,Santoro F.,Prinosil D.,46,38,6,3,6,3,,,,,,,2,0,Completed,,,,,,,,
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,1st Round,3,Schuettler R.,Dosedel S.,60,66,6,3,3,6,6,3,,,,,2,1,Completed,,,,,,,,
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,1st Round,3,Stoltenberg J.,Draper S.,63,263,7,5,4,6,6,4,,,,,2,1,Completed,1.42,2.6,1.3,2.75,1.25,2.6,,
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,1st Round,3,Woodbridge T.,Tarango J.,188,112,7,6,6,2,,,,,,,2,0,Completed,2.15,1.65,1.9,1.65,1.75,1.65,,
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,2nd Round,3,Bastl G.,Clement A.,118,18,5,7,6,2,6,2,,,,,2,1,Completed,,,,,,,,
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,2nd Round,3,Bjorkman J.,Stoltenberg J.,44,63,6,4,3,6,7,6,,,,,2,1,Completed,1.75,2,1.73,1.85,1.7,1.7,1.73,2
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,2nd Round,3,Federer R.,Rosset M.,30,29,6,1,6,2,,,,,,,2,0,Completed,1.5,2.45,1.7,1.8,1.6,1.8,1.62,2.2
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,2nd Round,3,Grosjean S.,Rochus C.,19,76,3,6,6,4,6,1,,,,,2,1,Completed,1.42,2.7,1.51,2.1,1.5,1.9,1.36,2.88
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,2nd Round,3,Hewitt L.,Ilie A.,7,48,6,4,6,1,,,,,,,2,0,Completed,1.22,4,1.22,3.1,1.2,2.8,1.22,3.75
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,2nd Round,3,Norman M.,Woodbridge T.,4,188,6,3,6,1,,,,,,,2,0,Completed,1.2,4.2,1.13,3.6,1.1,3.5,1.29,3.25
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,2nd Round,3,Santoro F.,Pozzi G.,46,41,7,5,7,5,,,,,,,2,0,Completed,1.62,2.2,1.65,1.85,1.65,1.75,1.67,2.1
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,2nd Round,3,Schuettler R.,Haas T.,60,20,7,6,7,6,,,,,,,2,0,Completed,2.7,1.42,2.4,1.4,2,1.45,2.5,1.5
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,Quarterfinals,3,Bjorkman J.,Schuettler R.,44,60,6,3,6,4,,,,,,,2,0,Completed,,,,,,,,
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,Quarterfinals,3,Grosjean S.,Federer R.,19,30,7,5,6,4,,,,,,,2,0,Completed,2.3,1.55,1.95,1.6,1.85,1.55,2.1,1.67
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,Quarterfinals,3,Hewitt L.,Santoro F.,7,46,6,4,6,1,,,,,,,2,0,Completed,1.28,3.35,1.27,2.9,1.25,2.6,1.33,3
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,Quarterfinals,3,Norman M.,Bastl G.,4,118,6,4,3,6,6,3,,,,,2,1,Completed,1.28,3.3,1.3,2.75,1.3,2.4,1.33,3
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,Semifinals,3,Hewitt L.,Grosjean S.,7,19,6,3,4,6,6,4,,,,,2,1,Completed,1.38,2.85,1.4,2.4,1.35,2.2,1.44,2.63
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,Semifinals,3,Norman M.,Bjorkman J.,4,44,5,7,6,3,7,5,,,,,2,1,Completed,1.42,2.7,1.5,2.1,1.5,1.9,1.4,2.75
5,Sydney,adidas International,1/8/01,International,Outdoor,Hard,The Final,3,Hewitt L.,Norman M.,7,4,6,4,6,1,,,,,,,2,0,Completed,1.7,2.05,1.6,1.95,1.6,1.8,1.73,2
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Agassi A.,Vanek J.,6,78,6,0,7,5,6,3,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Arthurs W.,Schukin Y.,82,211,6,3,7,5,4,6,6,2,,,3,1,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Boutter J.,Zimonjic N.,67,284,6,1,6,4,6,3,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Burgsmuller L.,Elsner D.,185,99,5,7,6,7,6,3,7,5,6,4,3,2,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Calatrava A.,Stoliarov A.,50,97,6,3,6,2,3,6,6,4,,,3,1,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Calleri A.,Stoltenberg J.,63,77,7,6,6,4,7,6,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Canas G.,Bastl G.,228,108,6,4,6,4,6,3,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Chela J.I.,Suzuki T.,64,159,6,3,6,1,6,7,7,6,,,3,1,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Clavet F.,Hantschk M.,40,93,6,2,6,0,6,2,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Clement A.,Robredo T.,18,111,6,3,6,2,7,5,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Coria G.,Gonzalez F.,79,116,4,6,7,6,6,4,6,4,,,3,1,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Davydenko N.,Fukarek O.,133,279,7,6,7,5,6,3,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Dosedel S.,Portas A.,72,51,7,6,6,2,4,6,3,6,6,3,3,2,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Escude N.,Balcells J.,46,74,6,3,3,6,7,6,5,7,6,4,3,2,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,di Pasquale A.,29,61,6,4,4,6,6,1,7,5,,,3,1,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Ferreira W.,Alami K.,13,55,6,3,7,5,6,4,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Ferrero J.C.,Jones A.,12,400,6,3,7,6,6,2,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Goldstein P.,Puentes G.,80,91,4,6,6,4,6,2,6,1,,,3,1,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Grosjean S.,Ljubicic I.,19,92,6,0,7,6,6,4,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Haas T.,Massu N.,20,66,6,3,6,1,6,1,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Henman T.,Arazi H.,10,28,7,6,6,4,6,4,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Heuberger I.,El Aynaoui Y.,234,31,6,2,5,4,,,,,,,1,0,Retired,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Bjorkman J.,7,41,7,5,4,6,2,6,6,3,6,2,3,2,Completed,1.15,4.8,1.31,2.6,1.25,2.6,1.22,3.75
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Hrbaty D.,Lisnard J.,16,214,3,6,3,6,6,4,6,1,6,1,3,2,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Ilie A.,Wessels P.,49,130,6,3,6,4,3,6,6,4,,,3,1,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Johansson T.,Behrend T.,34,152,6,1,6,2,6,0,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Kafelnikov Y.,Knippschild J.,5,109,6,1,6,4,6,2,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Kiefer N.,Black W.,22,107,6,3,7,5,6,2,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Koubek S.,Tarango J.,48,112,3,6,6,3,6,4,6,2,,,3,1,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Kratochvil M.,Sluiter R.,94,96,6,2,6,2,7,6,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Kuerten G.,Gaudio G.,1,38,7,5,6,7,6,3,7,5,,,3,1,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Lapentti N.,Lee H.T.,24,87,3,6,6,3,6,4,3,6,8,6,3,2,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Levy H.,Vicente F.,60,44,4,6,6,3,6,3,6,1,,,3,1,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Mamiit C.,Breen M.,125,260,1,6,6,4,4,6,6,3,6,4,3,2,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Martin A.,Rochus O.,81,70,6,3,6,4,6,0,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Martin T.,Black B.,54,35,7,5,6,4,6,3,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev A.,Mahut N.,59,388,6,2,6,4,2,6,4,6,6,4,3,2,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Mirnyi M.,Perry T.,45,484,7,6,6,4,6,3,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Moya C.,Rios M.,42,23,6,3,6,3,6,2,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Nestor D.,Mantilla F.,218,100,6,2,3,6,6,2,6,4,,,3,1,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Norman M.,Huet S.,4,119,1,6,7,5,6,1,7,6,,,3,1,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Pavel A.,Russell M.,26,148,7,6,6,7,7,5,6,4,,,3,1,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Pioline C.,Sanguinetti D.,17,71,7,6,6,4,6,2,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Popp A.,Srichaphan P.,84,110,3,6,6,4,6,1,3,6,6,2,3,2,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Pozzi G.,O'Brien A.,43,249,1,6,7,6,6,4,6,2,,,3,1,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Prinosil D.,Bruguera S.,39,83,7,5,6,1,1,6,2,6,6,1,3,2,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Rafter P.,Draper S.,15,253,6,3,6,2,7,5,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Rochus C.,Gimelstob J.,73,98,4,6,3,6,6,4,6,0,9,7,3,2,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Rosset M.,Vinck C.,30,104,6,3,6,1,7,6,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Rusedski G.,Ondruska M.,65,202,3,6,6,3,7,6,6,2,,,3,1,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Sa A.,Fromberg R.,103,86,6,2,6,4,6,3,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Safin M.,Blanco G.,2,117,6,4,1,6,6,4,7,6,,,3,1,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Sampras P.,Kucera K.,3,75,7,6,3,6,6,4,7,6,,,3,1,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Santoro F.,Chang M.,47,33,7,5,4,6,6,3,6,4,,,3,1,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Sargsian S.,Petrovic D.,95,269,6,1,1,6,6,0,6,3,,,3,1,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Schuettler R.,Svarc L.,58,250,7,5,4,6,7,6,6,4,,,3,1,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Siemerink J.,Schalken S.,106,27,2,6,6,3,6,4,3,6,6,3,3,2,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Squillari F.,Sanchez D.,14,85,6,3,6,4,6,2,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Tabara M.,Gaudenzi A.,69,102,3,6,6,4,6,4,5,7,6,4,3,2,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Ulihrach B.,Voltchkov V.,57,37,4,6,7,5,6,3,6,2,,,3,1,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Vinciguerra A.,Voinea A.,52,114,7,6,6,3,6,2,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Woodruff C.,Gambill J.M.,68,32,6,3,4,6,4,6,7,5,6,3,3,2,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Diaz J.,113,115,6,1,6,1,6,4,,,,,3,0,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,1st Round,5,Zabaleta M.,Woodbridge T.,62,179,6,4,6,2,5,7,2,6,6,4,3,2,Completed,,,,,,,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Agassi A.,Goldstein P.,6,80,6,1,6,3,6,1,,,,,3,0,Completed,1.05,8,1.05,6,1.05,4,1.07,7
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Arthurs W.,Heuberger I.,82,234,6,3,3,6,6,3,3,6,6,1,3,2,Completed,1.33,3,1.33,2.65,1.3,2.4,1.33,3
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Burgsmuller L.,Koubek S.,185,48,7,6,6,4,6,3,,,,,3,0,Completed,2.6,1.45,2.4,1.4,,,2.5,1.5
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Calatrava A.,Coria G.,50,79,6,4,6,3,3,6,6,2,,,3,1,Completed,1.62,2.15,1.42,2.3,1.4,2.1,1.67,2.1
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Chela J.I.,Levy H.,64,60,6,2,6,2,6,3,,,,,3,0,Completed,2.35,1.55,2.25,1.45,2,1.45,,
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Clement A.,Martin A.,18,81,6,2,6,1,6,1,,,,,3,0,Completed,1.28,3.25,1.27,2.9,1.25,2.6,1.29,3.25
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Escude N.,29,46,6,1,6,4,6,4,,,,,3,0,Completed,1.5,2.4,1.5,2.1,1.5,1.9,1.53,2.38
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Ferreira W.,Boutter J.,13,67,3,6,6,2,6,2,6,3,,,3,1,Completed,1.25,3.5,1.27,2.9,1.25,2.6,1.33,3
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Grosjean S.,Siemerink J.,19,106,6,3,6,0,6,4,,,,,3,0,Completed,1.25,3.55,1.27,2.9,1.25,2.6,1.33,3
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Henman T.,Lapentti N.,10,24,6,1,7,6,7,6,,,,,3,0,Completed,1.33,3.1,1.3,2.75,1.3,2.4,1.29,3.25
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Hewitt L.,Haas T.,7,20,7,5,7,6,6,4,,,,,3,0,Completed,1.7,2,1.5,2.15,1.5,1.9,1.6,2.2
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Hrbaty D.,Clavet F.,16,40,6,3,6,4,6,2,,,,,3,0,Completed,1.5,2.45,1.4,2.4,1.45,2,1.4,2.75
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Ilie A.,Ferrero J.C.,49,12,3,6,6,2,6,1,1,6,6,2,3,2,Completed,3.1,1.33,2.75,1.31,2.4,1.3,3.25,1.29
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Johansson T.,Pozzi G.,34,43,7,6,7,5,6,3,,,,,3,0,Completed,1.25,3.5,1.3,2.75,1.3,2.4,1.33,3
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Kafelnikov Y.,Kiefer N.,5,22,6,2,3,6,3,6,6,3,6,0,3,2,Completed,1.45,2.55,1.3,2.75,1.3,2.4,1.5,2.5
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Kratochvil M.,Mirnyi M.,94,45,6,3,6,4,6,7,6,3,,,3,1,Completed,2.35,1.55,2.5,1.37,2.2,1.35,2.63,1.44
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Martin T.,Calleri A.,54,63,1,6,7,6,7,6,4,6,6,2,3,2,Completed,1.42,2.7,1.27,2.9,1.25,2.6,1.4,2.75
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Moya C.,Rosset M.,42,30,6,2,6,1,6,3,,,,,3,0,Completed,1.45,2.55,1.5,2.15,1.45,2,1.53,2.38
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Nestor D.,Squillari F.,218,14,3,6,6,2,6,4,7,5,,,3,1,Completed,2.1,1.67,2.05,1.55,1.9,1.5,2.25,1.57
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Norman M.,Santoro F.,4,47,7,6,6,3,6,0,,,,,3,0,Completed,1.28,3.3,1.3,2.75,1.25,2.6,1.29,3.25
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Pioline C.,Dosedel S.,17,72,7,6,1,6,6,4,6,4,,,3,1,Completed,1.42,2.7,1.3,2.75,1.25,2.6,1.44,2.63
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Prinosil D.,Mamiit C.,39,125,4,6,3,6,6,2,6,3,6,2,3,2,Completed,1.35,2.95,1.37,2.5,1.35,2.2,1.44,2.63
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Rafter P.,Davydenko N.,15,133,6,4,2,6,6,3,7,6,,,3,1,Completed,1.08,6.25,1.05,5.5,1.05,4,1.1,6
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Rochus C.,Sa A.,73,103,6,3,6,2,6,2,,,,,3,0,Completed,1.8,1.9,1.62,1.95,,,1.62,2.2
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Rusedski G.,Kuerten G.,65,1,4,6,6,4,6,3,2,6,9,7,3,2,Completed,3.3,1.28,2.5,1.35,2.2,1.35,2.88,1.36
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Safin M.,Pavel A.,2,26,4,6,6,3,6,4,7,6,,,3,1,Completed,1.3,3.2,1.2,3.4,1.25,2.6,1.25,3.5
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Sampras P.,Ulihrach B.,3,57,7,6,7,6,4,6,7,5,,,3,1,Completed,1.12,5.5,1.1,4.5,1.1,3.5,1.17,4.5
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Schuettler R.,Sargsian S.,58,95,6,3,7,5,4,6,6,4,,,3,1,Completed,1.35,3,1.42,2.35,1.4,2.1,1.44,2.63
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Tabara M.,Canas G.,69,228,7,6,6,3,6,2,,,,,3,0,Completed,1.7,2,1.55,2.05,1.55,1.85,1.57,2.25
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Vinciguerra A.,Medvedev A.,52,59,6,3,7,6,6,2,,,,,3,0,Completed,1.45,2.6,1.5,2.15,,,1.57,2.25
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Woodruff C.,Popp A.,68,84,4,6,6,3,6,4,6,4,,,3,1,Completed,1.6,2.2,1.45,2.25,1.45,2,1.57,2.25
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,2nd Round,5,Youzhny M.,Zabaleta M.,113,62,5,7,7,6,6,2,6,4,,,3,1,Completed,1.8,1.9,2.05,1.55,1.9,1.5,2,1.73
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,3rd Round,5,Agassi A.,Prinosil D.,6,39,7,6,5,0,,,,,,,1,0,Retired,1.06,7.5,1.05,6,1.1,3.5,1.08,6.5
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,3rd Round,5,Clement A.,Federer R.,18,29,7,6,6,4,6,4,,,,,3,0,Completed,2.6,1.45,2,1.6,1.8,1.6,2.25,1.57
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,3rd Round,5,Grosjean S.,Johansson T.,19,34,6,4,6,1,6,4,,,,,3,0,Completed,1.6,2.2,1.65,1.9,1.6,1.8,1.67,2.1
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,3rd Round,5,Henman T.,Arthurs W.,10,82,6,3,6,2,0,6,6,2,,,3,1,Completed,1.22,4,1.2,3.5,1.25,2.6,1.2,4
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,3rd Round,5,Hrbaty D.,Rochus C.,16,73,6,4,6,4,6,2,,,,,3,0,Completed,1.28,3.4,1.25,3.1,,,1.25,3.5
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,3rd Round,5,Ilie A.,Youzhny M.,49,113,7,6,6,4,6,2,,,,,3,0,Completed,1.65,2.15,1.5,2.2,1.45,2,1.67,2.1
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,3rd Round,5,Kafelnikov Y.,Woodruff C.,5,68,6,7,7,5,6,2,6,3,,,3,1,Completed,1.14,5,1.15,3.8,1.15,3,1.17,4.5
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,3rd Round,5,Martin T.,Pioline C.,54,17,6,4,3,6,6,3,6,4,,,3,1,Completed,1.75,1.95,1.7,1.85,1.7,1.7,1.73,2
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,3rd Round,5,Moya C.,Hewitt L.,42,7,4,6,6,1,5,7,6,2,7,5,3,2,Completed,2.55,1.45,2.55,1.35,2.4,1.3,2.75,1.4
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,3rd Round,5,Norman M.,Calatrava A.,4,50,7,6,3,6,7,6,6,3,,,3,1,Completed,1.16,4.75,1.1,4.5,1.1,3.5,1.14,5
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,3rd Round,5,Rafter P.,Kratochvil M.,15,94,6,4,6,1,7,5,,,,,3,0,Completed,1.22,4,1.1,4.8,1.1,3.5,1.25,3.75
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,3rd Round,5,Rusedski G.,Burgsmuller L.,65,185,6,1,6,2,6,1,,,,,3,0,Completed,1.25,3.75,1.15,3.8,1.15,3,1.22,3.75
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,3rd Round,5,Safin M.,Tabara M.,2,69,6,1,6,1,6,4,,,,,3,0,Completed,1.15,4.75,1.1,4.8,1.1,3.5,1.18,4.33
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,3rd Round,5,Sampras P.,Chela J.I.,3,64,6,4,4,6,4,6,7,5,6,2,3,2,Completed,1.05,8,1.04,6.5,1.05,4,1.08,6.5
6,Melbourne,Australian Open,1/15/01,Grand Slam,Outdoor,Hard,3rd Round,5,Schuettler R.,Nestor D.,58,218,6,4,6,2,7,5,,,,,3,0,Completed,1.6,2.2,1.45,2.25,1.5,1.9,1.53,2.38
